,Date,nameOrig,amount,oldbalanceOrg,newbalanceOrig,City,type,Card Type,Exp Type,Gender,isFraud
7557,04-Jan-12,C1972699891,11529.0,14267.0,2738.0,"Thoubal, India",CASH_OUT,Gold,Grocery,M,0
7558,15-Mar-13,C2090115292,0.0,0.0,0.0,"Bengaluru, India",PAYMENT,Signature,Bills,F,0
7559,01-Mar-14,C1810922667,0.0,0.0,0.0,"Mandsaur, India",PAYMENT,Platinum,Food,M,0
7560,12-Feb-13,C1864472052,0.0,0.0,0.0,"Tamluk, India",PAYMENT,Signature,Grocery,F,0
7561,29-Oct-13,C1648357986,48254.72,52130.0,3875.28,"Nagaur, India",CASH_IN,Gold,Bills,F,0
7562,04-May-15,C365589282,10224.0,10224.0,0.0,"Greater Mumbai, India",TRANSFER,Silver,Entertainment,M,1
7563,27-Nov-11,C34302152,10732.0,40816.0,30084.0,"Delhi, India",CASH_OUT,Silver,Bills,M,0
7564,06-Dec-13,C929394047,0.0,0.0,0.0,"Kadapa, India",PAYMENT,Platinum,Grocery,M,0
7565,07-Feb-13,C786333937,447729.82,10500000.0,10052270.18,"Manwath, India",CASH_IN,Signature,Fuel,M,0
7566,28-Feb-14,C1267570742,0.0,0.0,0.0,"Greater Mumbai, India",CASH_OUT,Silver,Fuel,F,0
7567,21-Oct-11,C1860598168,11066.0,36540.0,25474.0,"Lucknow, India",TRANSFER,Signature,Fuel,M,1
7568,27-Oct-12,C1637094938,2618.76,4332.98,1714.22,"Jaipur, India",PAYMENT,Silver,Fuel,M,0
7569,21-Aug-12,C2077439757,55105.0,61651.12,6546.12,"Greater Mumbai, India",TRANSFER,Platinum,Fuel,M,1
7570,16-Jun-14,C161844161,13651.0,46538.0,32887.0,"Kolkata, India",CASH_OUT,Signature,Grocery,F,0
7571,08-May-12,C1562051981,6085.0,44375.0,38290.0,"Delhi, India",CASH_OUT,Platinum,Entertainment,F,1
7572,31-Jan-13,C925747101,28365.0,94828.25,66463.25,"Bengaluru, India",CASH_OUT,Signature,Entertainment,M,0
7573,29-Aug-12,C1076749983,3526.0,41462.0,37936.0,"Delhi, India",CASH_IN,Gold,Grocery,M,0
7574,15-Apr-13,C2122085428,0.0,0.0,0.0,"Makrana, India",PAYMENT,Signature,Fuel,F,0
7575,05-Dec-12,C2030835753,25451.6,629192.88,603741.28,"Greater Mumbai, India",PAYMENT,Platinum,Entertainment,M,0
7576,15-Apr-12,C1523167704,22205.0,42398.0,20193.0,"Bengaluru, India",CASH_OUT,Silver,Entertainment,F,1
7577,03-Mar-12,C425058533,0.0,0.0,0.0,"Bengaluru, India",CASH_OUT,Gold,Entertainment,M,0
7578,21-Jun-12,C618208271,279.0,3479.0,3200.0,"Delhi, India",PAYMENT,Gold,Fuel,F,0
7579,02-Dec-13,C580100599,256.0,3136.0,2880.0,"Gudivada, India",CASH_OUT,Signature,Entertainment,F,0
7580,07-Aug-13,C1152640324,14840.0,37391.0,22551.0,"Kolkata, India",CASH_OUT,Gold,Fuel,M,0
7581,19-Jun-14,C432493442,0.0,0.0,0.0,"Delhi, India",PAYMENT,Signature,Food,F,0
7582,05-Aug-13,C1975878320,5390.0,15150.0,9760.0,"Ahmedabad, India",CASH_OUT,Silver,Fuel,M,0
7583,20-Jun-12,C714391198,8900.0,41896.0,32996.0,"Delhi, India",CASH_OUT,Gold,Grocery,F,0
7584,23-Sep-12,C1956820457,14535.0,32132.0,17597.0,"Hyderabad, India",CASH_IN,Platinum,Food,M,1
7585,26-Nov-13,C1706723913,113.0,46993.0,46880.0,"Chennai, India",TRANSFER,Gold,Entertainment,F,0
7586,19-Apr-12,C89346241,5629.01,46078.95,40449.94,"Greater Mumbai, India",PAYMENT,Silver,Grocery,F,0
7587,25-Mar-12,C46611731,95055.58,6080697.41,5985641.83,"Delhi, India",CASH_IN,Gold,Grocery,M,0
7588,15-Feb-12,C398110974,318159.91,8615678.18,8297518.27,"Greater Mumbai, India",CASH_IN,Platinum,Bills,M,0
7589,08-Jul-12,C1095899981,0.0,0.0,0.0,"Delhi, India",PAYMENT,Platinum,Fuel,F,0
7590,22-Jun-13,C1743630929,30503.0,42145.0,11642.0,"Hajipur, India",CASH_OUT,Gold,Fuel,F,0
7591,22-Nov-11,C451900868,37315.0,74329.0,37014.0,"Ahmedabad, India",CASH_OUT,Platinum,Bills,M,0
7592,27-Nov-13,C759384530,2993.37,3057.0,63.63,"Delhi, India",PAYMENT,Gold,Fuel,F,0
7593,03-Dec-13,C2144711208,0.0,0.0,0.0,"Wadgaon Road, India",PAYMENT,Silver,Entertainment,F,0
7594,07-Jan-12,C868895246,54122.8,2731304.85,2677182.05,"Greater Mumbai, India",CASH_IN,Silver,Food,F,0
7595,07-Sep-12,C1419546661,8564.41,111586.91,103022.5,"Greater Mumbai, India",PAYMENT,Platinum,Fuel,M,0
7596,06-Jun-14,C107055820,6388.0,26349.0,19961.0,"Greater Mumbai, India",CASH_OUT,Gold,Food,F,0
7597,10-Mar-13,C654843322,357111.93,6533430.12,6176318.19,"Sonipat, India",CASH_IN,Signature,Entertainment,F,0
7598,01-Aug-13,C784162631,106339.3,2902999.06,2796659.76,"Bengaluru, India",CASH_IN,Gold,Bills,F,0
7599,14-Jan-14,C1497249325,0.0,0.0,0.0,"Neem-Ka-Thana, India",PAYMENT,Signature,Grocery,M,0
7600,22-Jul-12,C1790920328,29442.59,306821.39,277378.8,"Greater Mumbai, India",CASH_IN,Silver,Fuel,F,0
7601,17-May-14,C666819314,4527.08,151200.6,146673.52,"Ahmedabad, India",PAYMENT,Gold,Bills,M,0
7602,05-Aug-13,C886350846,223007.12,2657212.08,2434204.96,"Delhi, India",CASH_IN,Signature,Food,F,0
7603,21-May-12,C940530705,312730.1,377442.91,64712.81,"Pune, India",CASH_OUT,Silver,Fuel,M,0
7604,13-Apr-12,C212551459,9720.0,47131.0,37411.0,"Delhi, India",TRANSFER,Silver,Bills,F,1
7605,05-May-14,C1360261236,7348.0,51605.0,44257.0,"Hyderabad, India",CASH_OUT,Gold,Fuel,M,0
7606,06-Jul-13,C1457625783,4165.21,10938.0,6772.79,"Warora, India",PAYMENT,Signature,Entertainment,F,0
7607,23-Nov-13,C346250521,176353.16,2213620.67,2037267.51,"Jaipur, India",CASH_IN,Signature,Travel,F,0
7608,07-Jul-12,C1193434418,15098.0,35517.0,20419.0,"Ahmedabad, India",CASH_OUT,Gold,Bills,F,1
7609,19-Nov-11,C47787133,42035.59,1015441.17,973405.58,"Delhi, India",PAYMENT,Platinum,Food,F,0
7610,05-Apr-12,C1571465488,4058.0,16329.0,12271.0,"Delhi, India",PAYMENT,Gold,Fuel,M,0
7611,13-Nov-13,C2055755097,691.0,896.0,205.0,"Lucknow, India",CASH_IN,Platinum,Bills,M,0
7612,13-Dec-11,C1578727914,20461.0,49879.0,29418.0,"Pune, India",CASH_OUT,Platinum,Travel,F,0
7613,26-Feb-14,C139866732,4004.0,20386.0,16382.0,"Delhi, India",CASH_OUT,Silver,Food,F,0
7614,24-Apr-12,C579452810,36516.0,91147.0,54631.0,"Bengaluru, India",CASH_IN,Platinum,Bills,F,0
7615,30-May-13,C1177552215,79034.4,4715329.52,4636295.12,"Greater Mumbai, India",CASH_IN,Gold,Grocery,M,0
7616,31-Aug-13,C1366914778,5261.0,38116.0,32855.0,"Delhi, India",CASH_OUT,Gold,Bills,M,0
7617,25-Aug-12,C1360253474,11395.97,100534.0,89138.03,"Pune, India",PAYMENT,Signature,Bills,F,0
7618,27-Dec-13,C1964412338,40472.0,120489.0,80017.0,"Satana, India",CASH_OUT,Signature,Entertainment,F,0
7619,19-Mar-12,C122372053,22211.0,50387.0,28176.0,"Greater Mumbai, India",TRANSFER,Silver,Food,F,1
7620,20-Sep-13,C412534604,208900.0,298649.0,89749.0,"Hyderabad, India",TRANSFER,Gold,Travel,M,1
7621,02-Feb-14,C1072261420,357412.33,24500000.0,24142587.67,"Lucknow, India",CASH_IN,Platinum,Fuel,F,0
7622,12-Apr-12,C1208860421,2185.0,32180.0,29995.0,"Greater Mumbai, India",CASH_IN,Gold,Food,F,1
7623,22-Jun-14,C370626937,8521.0,33902.0,25381.0,"Dehri-on-Sone, India",CASH_OUT,Platinum,Fuel,F,0
7624,14-Oct-14,C2077160788,428117.47,8632369.34,8204251.87,"Chennai, India",CASH_IN,Gold,Bills,M,0
7625,18-Nov-11,C1163189997,34406.0,42710.0,8304.0,"Ahmedabad, India",CASH_OUT,Signature,Entertainment,F,0
7626,18-Jun-12,C909178003,14232.0,42175.0,27943.0,"Hyderabad, India",TRANSFER,Gold,Fuel,M,0
7627,22-Feb-13,C256054582,5298.0,41505.0,36207.0,"Murshidabad, India",CASH_OUT,Silver,Grocery,M,0
7628,26-Feb-14,C1687824572,0.0,0.0,0.0,"Sambalpur, India",PAYMENT,Platinum,Fuel,F,0
7629,12-May-12,C1392251222,11585.0,36459.0,24874.0,"Raurkela, India",CASH_OUT,Signature,Food,F,0
7630,18-Jul-12,C1305110820,24385.0,43430.0,19045.0,"Ahmedabad, India",CASH_OUT,Signature,Grocery,F,0
7631,17-Dec-13,C1142139693,126183.14,8198681.73,8072498.59,"Delhi, India",CASH_IN,Gold,Fuel,F,0
7632,05-Mar-14,C2135111076,2289.0,15315.0,13026.0,"Bengaluru, India",TRANSFER,Platinum,Fuel,M,1
7633,18-Mar-12,C1715051531,11787.0,55446.0,43659.0,"Hyderabad, India",CASH_OUT,Gold,Fuel,F,1
7634,06-Feb-12,C447915244,7610.0,32417.0,24807.0,"Delhi, India",CASH_OUT,Silver,Grocery,F,0
7635,07-Jun-12,C26175682,3241.69,2740217.88,2736976.19,"Roorkee, India",CASH_IN,Signature,Fuel,M,0
7636,17-Jan-14,C1147521155,22304.0,31513.0,9209.0,"Greater Mumbai, India",TRANSFER,Signature,Grocery,F,1
7637,23-Jan-13,C1589728419,6029.92,63585.99,57556.07,"Ahmedabad, India",PAYMENT,Signature,Grocery,F,0
7638,01-Mar-12,C506135888,50382.0,54644.31,4262.31,"Greater Mumbai, India",TRANSFER,Gold,Grocery,M,1
7639,16-Sep-13,C975411345,20768.07,21365.0,596.93,"Padra, India",PAYMENT,Platinum,Grocery,M,0
7640,14-Sep-12,C345282678,1137.0,41238.0,40101.0,"Ahmedabad, India",TRANSFER,Signature,Food,M,1
7641,17-May-12,C1559428896,0.0,0.0,0.0,"Ahmedabad, India",PAYMENT,Signature,Entertainment,F,0
7642,08-Jul-13,C1660579962,0.0,0.0,0.0,"Delhi, India",PAYMENT,Gold,Food,M,0
7643,22-Apr-14,C99757545,3013.0,35772.0,32759.0,"Kolkata, India",CASH_OUT,Gold,Food,F,0
7644,21-Dec-13,C1173750191,18003.0,46286.0,28283.0,"Ahmedabad, India",CASH_OUT,Signature,Fuel,M,0
7645,30-Jan-12,C1569683634,0.0,0.0,0.0,"Bengaluru, India",PAYMENT,Signature,Grocery,M,0
7646,09-Dec-11,C1900699075,0.0,0.0,0.0,"Delhi, India",PAYMENT,Signature,Bills,M,0
7647,01-Dec-13,C1312206455,5189.0,7015.0,1826.0,"Lucknow, India",CASH_IN,Silver,Entertainment,M,1
7648,16-Mar-13,C1011863633,24842.0,35109.0,10267.0,"Kunnamkulam, India",CASH_OUT,Silver,Entertainment,F,0
7649,15-May-12,C307970739,570.0,1001.0,431.0,"Pune, India",CASH_OUT,Gold,Bills,F,0
7650,09-Oct-13,C1286168077,0.0,0.0,0.0,"Bengaluru, India",PAYMENT,Gold,Entertainment,F,0
7651,14-Feb-14,C611471695,3419.0,46107.0,42688.0,"Ahmedabad, India",CASH_OUT,Silver,Food,M,1
7652,20-Apr-13,C1548338741,313.0,454.0,141.0,"Delhi, India",PAYMENT,Platinum,Bills,F,0
7653,15-Aug-12,C1325682137,241.0,1132.0,891.0,"Delhi, India",CASH_OUT,Platinum,Food,F,0
7654,07-Jun-12,C2136678561,0.0,0.0,0.0,"Kanpur, India",PAYMENT,Signature,Food,M,0
7655,07-Dec-11,C1242455720,17830.0,45178.0,27348.0,"Jaipur, India",TRANSFER,Gold,Bills,F,1
7656,30-Mar-12,C1911901288,21602.0,43661.0,22059.0,"Ahmedabad, India",TRANSFER,Silver,Entertainment,F,1
7657,04-Jan-13,C1349863943,19017.95,96477.76,77459.81,"Kancheepuram, India",PAYMENT,Platinum,Entertainment,F,0
7658,21-Nov-12,C1931306363,15978.11,4961262.94,4945284.83,"Ahmedabad, India",CASH_IN,Gold,Entertainment,M,0
7659,20-Mar-12,C1064642977,23586.0,47200.0,23614.0,"Delhi, India",CASH_OUT,Gold,Entertainment,M,1
7660,10-Aug-13,C732738129,0.0,0.0,0.0,"Ranibennur, India",PAYMENT,Gold,Fuel,F,0
7661,14-Jul-13,C1797947047,6430.01,99821.8,93391.79,"Kolkata, India",PAYMENT,Signature,Bills,F,0
7662,21-Feb-12,C1312292535,0.0,0.0,0.0,"Ramagundam, India",PAYMENT,Signature,Bills,F,0
7663,09-Dec-12,C1603521100,120301.49,175394.55,55093.06,"Ahmedabad, India",CASH_IN,Silver,Fuel,M,0
7664,16-Jan-13,C982566313,42450.84,2206219.69,2163768.85,"Jaipur, India",CASH_IN,Signature,Fuel,M,0
7665,24-Jun-13,C2036642559,88620.22,4038033.63,3949413.41,"Kanpur, India",CASH_IN,Silver,Bills,F,0
7666,26-Nov-11,C520273936,18124.0,42644.0,24520.0,"Delhi, India",TRANSFER,Gold,Food,F,1
7667,14-Dec-12,C773560423,4713.0,33871.0,29158.0,"Mungeli, India",CASH_OUT,Signature,Grocery,M,0
7668,31-Oct-13,C923865377,21550.0,39464.0,17914.0,"Delhi, India",CASH_OUT,Signature,Fuel,M,1
7669,11-Apr-12,C466150645,362857.69,16000000.0,15637142.31,"Hyderabad, India",CASH_IN,Gold,Entertainment,M,0
7670,15-Jun-14,C1309245893,25087.89,10900000.0,10874912.11,"Delhi, India",CASH_IN,Platinum,Entertainment,M,0
7671,03-Oct-13,C1571561037,21742.0,49390.0,27648.0,"Hyderabad, India",CASH_OUT,Platinum,Entertainment,M,1
7672,12-Nov-12,C544438088,248.0,320.0,72.0,"Pune, India",CASH_OUT,Platinum,Food,M,1
7673,26-Mar-14,C195670023,7844.26,30574.0,22729.74,"Pandharpur, India",CASH_OUT,Platinum,Food,M,0
7674,13-Aug-12,C24258626,43007.0,54478.0,11471.0,"Kandukur, India",TRANSFER,Signature,Bills,M,1
7675,21-Mar-12,C461042661,3980.0,16458.0,12478.0,"Bengaluru, India",CASH_OUT,Silver,Fuel,M,1
7676,21-Mar-14,C1400326069,0.0,0.0,0.0,"Delhi, India",PAYMENT,Signature,Bills,M,0
7677,05-Dec-11,C1647992081,0.0,0.0,0.0,"Lucknow, India",PAYMENT,Silver,Fuel,M,0
7678,18-Apr-14,C922592028,0.0,0.0,0.0,"Surat, India",CASH_OUT,Silver,Bills,M,0
7679,03-Dec-12,C251186186,1209.0,16525.0,15316.0,"Lucknow, India",CASH_IN,Silver,Fuel,F,1
7680,05-Dec-13,C115103345,8015.0,47984.0,39969.0,"Ahmedabad, India",TRANSFER,Silver,Grocery,M,1
7681,13-May-14,C1955700679,58.0,387.0,329.0,"Pune, India",CASH_IN,Signature,Food,F,0
7682,01-Jun-14,C1119450068,75244.06,6857922.49,6782678.43,"Delhi, India",CASH_IN,Silver,Fuel,M,0
7683,19-Dec-12,C2023329038,65.0,195.0,130.0,"Greater Mumbai, India",PAYMENT,Signature,Bills,F,0
7684,04-Oct-12,C416136654,11094.4,86746.35,75651.95,"Kanpur, India",PAYMENT,Signature,Food,F,0
7685,21-May-12,C1376201164,124412.84,1410712.32,1286299.48,"Ahmedabad, India",CASH_IN,Signature,Grocery,F,0
7686,15-Oct-12,C1258935314,19276.66,34106.51,14829.85,"Amreli, India",PAYMENT,Platinum,Grocery,M,1
7687,11-Aug-12,C2033808627,2196.0,15618.0,13422.0,"Ahmedabad, India",TRANSFER,Platinum,Fuel,M,1
7688,05-Jun-12,C212494936,23820.0,47664.0,23844.0,"Sangrur, India",TRANSFER,Signature,Food,M,0
7689,04-Mar-12,C1626384999,722.31,20829.0,20106.69,"Bengaluru, India",PAYMENT,Silver,Entertainment,F,0
7690,29-Dec-11,C306605257,0.0,0.0,0.0,"Bengaluru, India",PAYMENT,Silver,Bills,F,0
7691,03-May-13,C1347934864,207289.98,280928.0,73638.02,"Ahmedabad, India",CASH_OUT,Silver,Grocery,F,0
7692,30-Dec-12,C933061396,6765.57,14686.18,7920.61,"Manjlegaon, India",PAYMENT,Platinum,Grocery,M,0
7693,04-Dec-11,C418405314,0.0,0.0,0.0,"Delhi, India",PAYMENT,Silver,Bills,F,0
7694,22-Oct-13,C820714162,5849.0,48808.0,42959.0,"Davanagere, India",CASH_OUT,Silver,Bills,M,1
7695,21-Jul-13,C176455507,80761.82,21600000.0,21519238.18,"Sira, India",CASH_IN,Silver,Grocery,M,0
7696,29-Aug-13,C1266492345,34642.0,41004.0,6362.0,"Malavalli, India",CASH_OUT,Signature,Food,F,0
7697,20-Dec-12,C153368163,365144.83,4617797.88,4252653.05,"Pen, India",CASH_IN,Gold,Bills,M,0
7698,17-Apr-12,C1334915930,1945.0,5564.0,3619.0,"Delhi, India",CASH_IN,Platinum,Fuel,F,1
7699,19-Jul-13,C1701994685,112545.48,244129.0,131583.52,"Bengaluru, India",CASH_OUT,Platinum,Food,F,0
7700,27-Mar-14,C561397268,4608.59,88490.96,83882.37,"Delhi, India",PAYMENT,Signature,Entertainment,F,0
7701,08-Sep-12,C1119768657,16486.62,175865.39,159378.77,"Kolkata, India",PAYMENT,Signature,Grocery,M,0
7702,05-Jun-14,C1013096616,1554.0,10269.0,8715.0,"Mainaguri, India",CASH_OUT,Silver,Food,M,0
7703,18-Apr-13,C1903730524,3204.41,26683.71,23479.3,"Delhi, India",PAYMENT,Platinum,Fuel,M,0
7704,04-Aug-12,C1886096657,10783.0,36345.0,25562.0,"Makhdumpur, India",CASH_IN,Platinum,Entertainment,F,1
7705,18-Feb-14,C541253327,6095.0,48898.0,42803.0,"Tilda Newra, India",CASH_OUT,Signature,Fuel,F,0
7706,03-Nov-12,C2040098224,2094.2,72489.0,70394.8,"Delhi, India",PAYMENT,Platinum,Food,F,0
7707,23-Mar-12,C1000445396,50365.74,12600000.0,12549634.26,"Delhi, India",CASH_IN,Silver,Grocery,F,0
7708,04-Mar-12,C779136876,0.0,0.0,0.0,"Bengaluru, India",PAYMENT,Platinum,Fuel,M,0
7709,27-May-13,C1415246668,5674.0,12394.0,6720.0,"Delhi, India",CASH_OUT,Platinum,Food,F,0
7710,09-Dec-12,C1477045604,9468.06,100679.0,91210.94,"Ahmedabad, India",PAYMENT,Gold,Entertainment,M,0
7711,10-Feb-13,C1616877150,24896.98,130430.0,105533.02,"Bengaluru, India",PAYMENT,Silver,Food,F,0
7712,16-May-13,C1302319436,106691.12,787232.41,680541.29,"Greater Mumbai, India",CASH_OUT,Gold,Fuel,F,0
7713,31-Dec-13,C723446644,59069.16,114767.0,55697.84,"Bengaluru, India",CASH_IN,Silver,Fuel,M,0
7714,26-Jan-14,C652010961,0.0,0.0,0.0,"Bengaluru, India",CASH_OUT,Silver,Food,F,0
7715,11-Feb-13,C1672743556,0.0,0.0,0.0,"Greater Mumbai, India",CASH_OUT,Silver,Bills,M,0
7716,14-Mar-13,C103167012,937.0,3088.0,2151.0,"Hyderabad, India",CASH_OUT,Signature,Travel,F,0
7717,14-Apr-12,C1399765904,2897.32,29345.0,26447.68,"Uchgaon, India",PAYMENT,Gold,Entertainment,F,0
7718,01-Aug-12,C499477415,19572.0,29047.0,9475.0,"Bengaluru, India",TRANSFER,Platinum,Food,M,0
7719,17-Nov-13,C1229020768,9203.0,20389.0,11186.0,"Bengaluru, India",CASH_IN,Platinum,Entertainment,M,0
7720,28-Mar-13,C391707141,26.0,110.0,84.0,"Baleshwar Town, India",CASH_OUT,Signature,Food,M,1
7721,03-Feb-13,C1874630367,30286.0,31105.0,819.0,"Saunda, India",CASH_IN,Silver,Fuel,M,1
7722,26-Sep-12,C333555961,4101.0,20744.0,16643.0,"Ahmedabad, India",CASH_IN,Platinum,Fuel,F,0
7723,24-Sep-13,C903046797,0.0,0.0,0.0,"Pinjore, India",PAYMENT,Gold,Fuel,F,0
7724,22-Apr-12,C1227674220,16088.74,39810.0,23721.26,"Bengaluru, India",PAYMENT,Gold,Food,F,0
7725,29-Jun-13,C813815766,0.0,0.0,0.0,"Delhi, India",PAYMENT,Platinum,Food,F,0
7726,06-Apr-13,C351398556,0.0,0.0,0.0,"Pudukkottai, India",PAYMENT,Signature,Bills,F,0
7727,11-Oct-12,C1597424316,154623.1,443457.73,288834.63,"Kolkata, India",CASH_IN,Silver,Food,M,0
7728,15-Dec-11,C264824212,0.0,0.0,0.0,"Ahmedabad, India",PAYMENT,Signature,Food,F,0
7729,15-Feb-14,C2052002993,0.0,0.0,0.0,"Greater Mumbai, India",CASH_OUT,Gold,Fuel,M,0
7730,13-Aug-13,C752863955,74400.0,87527.0,13127.0,"Bengaluru, India",CASH_IN,Signature,Bills,M,0
7731,21-Apr-13,C1503257124,325738.94,6077204.43,5751465.49,"Surat, India",CASH_IN,Silver,Bills,F,0
7732,16-Mar-12,C32478841,49806.0,57626.0,7820.0,"Cherthala, India",TRANSFER,Gold,Food,F,1
7733,19-Oct-13,C350064475,18733.0,21155.0,2422.0,"Greater Mumbai, India",CASH_OUT,Silver,Grocery,M,0
7734,20-Dec-11,C680966436,156810.62,6471617.92,6314807.3,"Bengaluru, India",CASH_IN,Gold,Food,F,0
7735,07-Sep-13,C1065732964,6674.0,45039.0,38365.0,"Indore, India",CASH_OUT,Silver,Fuel,M,0
7736,12-Mar-13,C239020272,57601.98,537482.56,479880.58,"Ahmedabad, India",CASH_IN,Gold,Food,M,0
7737,24-Feb-14,C1280653577,21987.0,603170.07,581183.07,"Greater Mumbai, India",PAYMENT,Platinum,Food,F,0
7738,28-Dec-13,C971943053,39196.35,6108987.87,6069791.52,"Greater Mumbai, India",CASH_IN,Platinum,Entertainment,M,0
7739,21-Jun-14,C1899775426,142408.39,3034696.54,2892288.15,"Bengaluru, India",CASH_IN,Gold,Grocery,F,0
7740,18-Mar-14,C361292090,1987.92,10541.0,8553.08,"Chennai, India",CASH_OUT,Platinum,Entertainment,F,0
7741,25-Mar-12,C554459880,733.0,1104.0,371.0,"Kharar, India",CASH_OUT,Platinum,Fuel,M,1
7742,21-Mar-12,C1339182723,39082.13,4298751.84,4259669.71,"Greater Mumbai, India",CASH_IN,Signature,Grocery,M,0
7743,05-Jul-13,C1862647474,6666.77,20621.33,13954.56,"Vaniyambadi, India",PAYMENT,Gold,Fuel,M,0
7744,23-Dec-13,C253240138,0.0,0.0,0.0,"Ahmedabad, India",PAYMENT,Silver,Fuel,F,0
7745,22-Jun-14,C868773174,31028.0,46047.0,15019.0,"Neyyattinkara, India",CASH_OUT,Platinum,Grocery,F,1
7746,13-Sep-13,C483428139,128492.0,2790334.05,2661842.05,"Bengaluru, India",CASH_IN,Signature,Grocery,F,0
7747,28-Jun-12,C2006792581,471.0,1424.0,953.0,"Nawanshahr, India",CASH_IN,Silver,Food,M,0
7748,20-Jun-13,C1899627799,0.0,0.0,0.0,"Greater Mumbai, India",PAYMENT,Silver,Entertainment,M,0
7749,08-May-12,C102655375,0.0,0.0,0.0,"Jhansi, India",CASH_OUT,Silver,Grocery,M,0
7750,21-Jul-13,C1788381762,68765.0,85490.0,16725.0,"Pune, India",CASH_OUT,Signature,Grocery,M,0
7751,27-Jan-14,C1076495602,273.15,31344.0,31070.85,"Jaipur, India",PAYMENT,Gold,Food,F,0
7752,20-Nov-13,C1881911424,0.0,0.0,0.0,"Partur, India",PAYMENT,Signature,Grocery,M,0
7753,03-Apr-12,C1516672464,5352.34,443913.0,438560.66,"Chennai, India",PAYMENT,Signature,Entertainment,F,0
7754,04-Apr-13,C61387627,5325.0,42646.0,37321.0,"Greater Mumbai, India",TRANSFER,Silver,Travel,F,1
7755,25-Jan-12,C1615573670,0.0,0.0,0.0,"Bengaluru, India",PAYMENT,Signature,Fuel,M,0
7756,25-Jan-12,C671282933,0.0,0.0,0.0,"Jaipur, India",CASH_OUT,Silver,Entertainment,M,0
7757,04-Aug-13,C1323689705,30.0,185.0,155.0,"Jagraon, India",CASH_IN,Signature,Entertainment,M,1
7758,23-Nov-13,C113759110,521.0,850.0,329.0,"Jaipur, India",PAYMENT,Platinum,Bills,M,0
7759,03-Feb-13,C617297347,181338.67,366739.3,185400.63,"Narnaul, India",CASH_OUT,Silver,Entertainment,M,0
7760,04-Nov-13,C1063117984,22131.56,117868.0,95736.44,"Moga, India",PAYMENT,Gold,Grocery,M,0
7761,21-May-13,C1930394164,1063.0,2392.0,1329.0,"Chennai, India",CASH_IN,Gold,Fuel,M,1
7762,07-Jun-14,C661113846,249018.87,15600000.0,15350981.13,"Davanagere, India",CASH_IN,Signature,Food,F,0
7763,29-Aug-12,C1031196236,16083.0,31768.0,15685.0,"Pune, India",CASH_OUT,Platinum,Grocery,M,1
7764,08-Nov-12,C198937439,20439.0,100861.0,80422.0,"Sagar, India",CASH_OUT,Signature,Food,M,0
7765,25-Nov-12,C1303588378,18727.0,29137.0,10410.0,"Bengaluru, India",CASH_OUT,Platinum,Fuel,M,0
7766,09-Apr-13,C1565221578,6842.14,7965023.36,7958181.22,"Delhi, India",CASH_IN,Gold,Bills,F,0
7767,06-Apr-13,C186125954,24634.0,35115.0,10481.0,"Hapur, India",CASH_OUT,Signature,Grocery,M,0
7768,21-Jan-14,C1215490982,9569.0,9962.0,393.0,"Ahmedabad, India",TRANSFER,Silver,Bills,F,1
7769,23-Apr-12,C1272229721,18818.0,80209.0,61391.0,"Bengaluru, India",CASH_IN,Platinum,Grocery,M,1
7770,16-Oct-12,C1700642987,20682.0,31448.0,10766.0,"Chilakaluripet, India",TRANSFER,Platinum,Entertainment,M,1
7771,30-Nov-11,C805470300,23048.1,2511051.24,2488003.14,"Ahmedabad, India",CASH_IN,Gold,Entertainment,F,0
7772,26-Apr-12,C996687314,16066.0,40242.0,24176.0,"Baripada Town, India",CASH_OUT,Platinum,Food,F,0
7773,26-Dec-13,C1798522543,1.0,44.0,43.0,"Delhi, India",TRANSFER,Gold,Bills,F,1
7774,27-Dec-13,C825244735,11618.4,60493.14,48874.74,"Greater Mumbai, India",PAYMENT,Gold,Grocery,M,0
7775,23-Aug-13,C1447994898,3289.71,2372966.33,2369676.62,"Greater Mumbai, India",CASH_IN,Platinum,Entertainment,F,0
7776,27-Jan-14,C2100605038,1818.14,20973.0,19154.86,"Delhi, India",PAYMENT,Gold,Fuel,M,0
7777,16-Jul-12,C2132446108,17031.82,105503.0,88471.18,"Ramdurg, India",PAYMENT,Silver,Bills,M,0
7778,16-Sep-13,C160826599,0.0,0.0,0.0,"Neyveli (TS), India",PAYMENT,Platinum,Food,F,0
7779,03-Aug-13,C1628684523,0.0,0.0,0.0,"Ballari, India",PAYMENT,Platinum,Food,F,0
7780,06-Feb-14,C769545030,369615.21,13800000.0,13430384.79,"Bengaluru, India",CASH_IN,Platinum,Fuel,F,0
7781,31-Aug-13,C1587744446,2790.99,12324.0,9533.01,"Greater Mumbai, India",PAYMENT,Gold,Fuel,F,0
7782,19-Apr-13,C1811312942,39.0,214.0,175.0,"Greater Mumbai, India",TRANSFER,Platinum,Food,M,0
7783,10-Sep-12,C980450931,10725.87,91629.0,80903.13,"Delhi, India",PAYMENT,Platinum,Fuel,M,0
7784,24-Nov-11,C1103713154,3929.1,10899.0,6969.9,"Bengaluru, India",PAYMENT,Silver,Bills,F,0
7785,29-Dec-12,C768690848,0.0,0.0,0.0,"Kolkata, India",PAYMENT,Gold,Entertainment,F,0
